location_name,latitude,longitude,distance,feature_type,temperature,humidity,wind_speed,wind_deg,dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
,17.863213923906166,83.21800134136768,19525.18299218717,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.863211223906163,83.21794634136766,19524.90082589298,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86390217609384,83.21837515863233,19601.29081479862,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.863719649999997,83.21817395,19581.1150912339,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.863620723906166,83.21833894136768,19570.14299507672,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.863295576093837,83.21836105863233,19534.154117796785,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.863351823906164,83.21841204136767,19540.376230043086,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.8634608,83.21840465,19552.43796539777,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86347312390616,83.21861724136765,19553.80329888803,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.863419850000003,83.2186199,19547.907187496898,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.863248699999996,83.21857635,19528.96204853174,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86314467609384,83.21864005863232,19517.4527764152,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86308899209658,83.21864472611178,19511.290121431382,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.863483568189167,83.21792523472448,19555.05028501533,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.863430599999997,83.21798485,19549.16916994671,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.863374923906164,83.21798954136767,19543.005644657664,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.8633904,83.21819845,19544.669718116264,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.863443349999994,83.21813875000001,19550.54153334286,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.863385749999996,83.21814145,19544.16588562093,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.863746515983937,83.21859911748074,19584.060884472296,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.863802200000006,83.21859445000001,19590.22366658104,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.8637995,83.21853945000001,19589.92272023537,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.863741899999997,83.21854214999999,19583.54768247744,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.863855176093836,83.21853475863232,19596.084785701376,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86391104209329,83.21858772609458,19602.26983036144,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86376185,83.21880965,19585.782738347527,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86381755,83.21880494999998,19591.94671213731,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86381482390616,83.21874994136766,19591.63623247214,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.863870823906165,83.21880224136767,19597.84252644816,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.863870507903414,83.2187452738882,19597.798603989864,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.863923792096585,83.21874262611178,19603.69566104788,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865886392096584,83.21733312611178,19821.28329257215,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86589025,83.21739074999999,19821.673072196587,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865722376110288,83.2178206086289,19802.875031422464,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86563685,83.21824904999998,19793.295946398062,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.8656777,83.21803385000001,19797.860996031297,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865150550000003,83.21886065000001,19739.49197530401,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865339942093293,83.21870172609458,19760.42820830104,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86539564209329,83.21869702609457,19766.59248401221,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86544895,83.21869434999999,19772.49224116043,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865293623906158,83.21885994136765,19755.3270565056,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865335500000004,83.21864205,19759.930725885177,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865391176093834,83.21863735863232,19766.09251771977,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86544447609384,83.21863465863233,19771.99149042154,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865351050000005,83.21885325,19761.68154141588,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865373149999996,83.21842475,19764.09365459997,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86542885,83.21842004999998,19770.258673913253,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86548215790671,83.21841737390542,19776.15885531851,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865538049999998,83.21841135,19782.345221049203,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86554145,83.21846759999998,19782.71959407849,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865485550000002,83.21847365000002,19776.53254490072,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865279542093287,83.21864732609458,19753.73780506593,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865321249999997,83.21848519999998,19758.34787348297,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86553063181083,83.21825366527551,19781.539196669768,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.8654747,83.21825975,19775.34789134748,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865365723889717,83.21826709137112,19763.28556178547,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865310407903415,83.2182712738882,19757.162707003583,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865296349999998,83.218063,19755.646253135263,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865284168597437,83.21785288516882,19754.362860925485,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865279850000004,83.21779705000003,19753.90634003766,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.8653069,83.21737199999998,19757.121637404187,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86536625,83.21742635,19763.65626853753,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865363050000003,83.21736765,19763.33893829141,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865255849999997,83.21743305,19751.43344350758,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865195850000003,83.21738475000001,19744.822832242106,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865053523906166,83.21736264136767,19729.084817866344,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.864677623906164,83.21805394136767,19687.168832169707,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.864915049999997,83.21830340000001,19713.40108332121,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.864898450000002,83.21809619999999,19711.599296854267,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.864885676093838,83.21788165863234,19710.24804831176,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.864132800000004,83.21814814999999,19626.846993201765,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.8641885,83.21814345000003,19633.012747077457,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.864173823906157,83.21877644136767,19631.373895190907,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.864294923906165,83.21813474136765,19644.79339916864,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.864350599999998,83.21813004999998,19650.95653976279,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.864347423906164,83.21807374136768,19650.61784090068,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.8642409,83.21728954999999,19639.19535346233,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.864291,83.21723055,19644.782118019288,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.863747099999998,83.21774995,19584.28420137252,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.863799250000003,83.21768945,19590.083151279257,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86380245,83.21774575,19590.412037743336,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.863858123906162,83.21774104136766,19596.57595384665,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.863854923906157,83.21768474136766,19596.247211562262,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.863950276093835,83.21710045863232,19607.17163614933,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86394755,83.21704345,19606.91661118433,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.864006449999994,83.21709505000001,19613.3930687522,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.864059750000003,83.21709235,19619.29425687724,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.864032599999998,83.21746254999998,19616.0299873165,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.863976923906165,83.21746724136767,19609.86513433595,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.8640358,83.21751884999999,19616.351582774645,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.8640891,83.21751615,19622.25220216624,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.864264923906163,83.21765634136769,19641.63858137276,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.864209242093292,83.21766102609458,19635.473589684687,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86426812390616,83.21771264136767,19641.96646695639,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.8643214,83.21770995,19647.86416497887,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86399152390616,83.21767774136767,19611.369080145683,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.864103223906163,83.21772874136765,19623.70850157985,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.864225123906166,83.21787224136766,19637.14265897831,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.8643885,83.21785614999999,19655.230685311697,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86444337609384,83.21785145863235,19661.30600513092,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86455315,83.21784604999999,19673.45759336841,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.864636123906163,83.21741924136766,19682.8524716358,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.864639323889712,83.21747559137113,19683.17275341297,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86506525,83.21839115000002,19730.01740027799,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865120776161053,83.21844380900541,19736.16049544685,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86512478370619,83.2185021328652,19736.60314782837,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865070850000002,83.21850535,19730.63383386896,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.8650465,83.21810494999998,19727.98327041744,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86509325,83.2179874,19733.18789255297,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865044750000003,83.21804624999999,19727.80378183505,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865060368597437,83.21833308516882,19729.48169509674,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865115276161045,83.2183282090054,19735.55926936947,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86511257616105,83.21827240900541,19735.266785097712,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86510825,83.21821654999998,19734.79610311112,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86509645,83.2180434,19733.52660072896,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865100431402563,83.21810171483119,19733.953053986148,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865104723840115,83.21815754097534,19734.41635420512,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865013949999994,83.21759195,19724.57121994392,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86500837616105,83.2174778090054,19724.01711990243,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.8650121924563,83.21753327616194,19724.408052545965,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86508592384012,83.21787374097535,19732.41392423792,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865082731402563,83.21781521483119,19732.082452741764,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86508002383895,83.2177593909946,19731.80545622577,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.8650757,83.2177036,19731.35133543189,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.8650639,83.2175304,19730.13249378788,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865067876159884,83.21758875902466,19730.541288513003,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86507217616105,83.2176446090054,19730.989088693022,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.863962876093836,83.21725295863232,19608.4504303591,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.8640765,83.21730055,19620.992545233228,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.864132184016068,83.21729588251925,19627.158671628484,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.864019200000005,83.21724964999999,19614.686521583,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.864182276093835,83.21723685863233,19632.74438941189,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86418544209329,83.2172932260946,19633.05492314929,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865389949999997,83.21778675,19766.09614431933,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865503550000003,83.21783565,19778.65002244857,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865559257906707,83.21783097390542,19784.817442605072,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865556050000002,83.21777465000001,19784.4847145991,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865446576110287,83.21778070862887,19772.365872430106,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865612515983937,83.21782831748072,19790.71295968212,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86564012390616,83.21740454136767,19793.981253272854,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86541995,83.21742195,19769.60231685062,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865475623906164,83.21741724136767,19775.76703061696,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865472450000002,83.21736095000001,19775.45130827949,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865525723906163,83.21735824136766,19781.349249170697,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865528923906165,83.21741454136767,19781.66777808965,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.864199023906163,83.21745214136767,19634.45551805901,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86420222390616,83.21750844136767,19634.776808433213,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.8642579,83.21750374999999,19640.9415551143,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.8642547,83.21744745000002,19640.620405661804,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.864308000000005,83.21744475,19646.52112134912,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.8643629,83.21744004999998,19652.60013532288,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865844999999997,83.21754969999999,19816.57206806792,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865848176093838,83.21760605863233,19816.894102848604,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86590385,83.21760134999998,19823.058350797823,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865900676110286,83.21754500862886,19822.7366919984,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865953949999998,83.21754235,19828.63435034048,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86595715,83.21759865000001,19828.958843965425,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.864689176093833,83.21741925863232,19688.724116481168,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86469237611029,83.21747560862889,19689.04441258037,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86474804209329,83.21747092609458,19695.20811048367,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86474485,83.21741455,19694.88884754368,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.864798150000002,83.21741189999999,19700.789573189,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.864801349999997,83.21746825,19701.109651499737,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.865249449999997,83.21821965,19750.423441856743,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.86530512390616,83.21821494136766,19756.58611673936,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
